Country;Age_Group;Gender;EmploymentType;JobType;InformalWorker;Informal_Work_Type;OtherJob;JobLoss;JobRegain;MonthlyIncome;MonthlyIncome Bracket;IncomeChange;ExpenseResponsibility;LengthSurvival;MoneyForExpenses;ConcernExpenses;Expense_Concern_Rating;MonthlyNeed;TopPriority;LowPriority;Aid;AidSource_Aid_Organisations;AidSource_Charities_Donations;AidSource_Friends_family;AidSource_Government;AidSource_Not sure;AidSource_Other;AidSource_Religious_Organizations;COVIDLoans;MobileMoneyActivity;MobileMoneyDeposit;GovernmentPriority;;
Mozambique;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;More concerned;5;0-15000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Mozambique;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don’t know;Yes;Other;;
Mozambique;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Mozambique;36+;Male;Employed part time;Other;Yes;Construction/Mechanic/Electrician;Constru?ao civil;Yes;Don't know;0-15000;1;Decreased a lot;Yes;1 month;Savings;Less concerned;5;0-15000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don’t know;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don’t know;No;Other;;
Mozambique;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
Mozambique;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Savings;More concerned;1;0-15000;Home Loan;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;More concerned;5;0-15000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Mozambique;18-25;Female;Employed full time;Educator;No;N/A;N/A;Yes;Don't know;0-15000;1;No change;Yes;< a month;Other;More concerned;4;0-15000;Food;Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Savings;More concerned;5;0-15000;School fees;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;No;Protecting people from COVID-19;;
Mozambique;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;5+ months;Other;More concerned;4;0-15000;Rent;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Male;Employed full time;Government;No;N/A;N/A;Yes;Yes;0-15000;1;Decreased a bit;Yes;< a month;Salary/income;No change;5;0-15000;Food;Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Male;Employed full time;Other;;N/A;Empregado de mesa/ do balcão;No-I’m still able to work;N/A;15001 - 30000;2;Decreased a lot;Yes;Don’t know;Salary/income;More concerned;5;45001- 100000;Medical account;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Not sure;;
Mozambique;26-35;Female;Other;N/A;Yes;Agriculture;Agricultora;Prefer not to say;N/A;0-15000;1;Decreased a lot;Yes;2-4 months;Savings;More concerned;5;0-15000;Other;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don’t know;No;Other;;
Mozambique;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Salary/income;Less concerned;4;30001- 45000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Not sure;;
Mozambique;26-35;Male;Employed full time;Educator;No;N/A;N/A;No-I’m still able to work;N/A;0-15000;1;Decreased a bit;Yes;1 month;Salary/income;More concerned;5;0-15000;School fees;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Mozambique;18-25;Female;Employed full time;Healthcare;No;N/A;N/A;Yes;Yes;0-15000;1;Decreased a lot;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;More concerned;5;0-15000;Home Loan;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don’t know;No;Reopening the economy;;
Mozambique;36+;Female;Employed part time;Educator;No;N/A;N/A;Yes;Yes;0-15000;1;Decreased a lot;Yes;5+ months;Salary/income;More concerned;4;30001- 45000;School fees;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Protecting people from COVID-19;;
Mozambique;26-35;Female;Employed part time;Healthcare;No;N/A;N/A;Yes;Don't know;0-15000;1;No change;Yes;1 month;Savings;More concerned;5;0-15000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Mozambique;36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Other;Less concerned;5;15001 - 30000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Male;Other;N/A;;N/A;empregado temporariamente;Yes;No;15001 - 30000;2;Decreased a lot;Yes;Don’t know;Other;More concerned;5;0-15000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Loan/ Credit;More concerned;5;0-15000;Rent;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Mozambique;18-25;Male;Other;N/A;;N/A;Campunes;No-I’m still able to work;N/A;0-15000;1;Increased a bit;Yes;< a month;Salary/income;More concerned;1;Over 200000;Home Loan;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Mozambique;36+;Female;Employed full time;Educator;No;N/A;N/A;Yes;Yes;0-15000;1;No change;Yes;Don’t know;Salary/income;More concerned;5;45001- 100000;Home Loan;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Mozambique;36+;Male;Employed full time;Educator;No;N/A;N/A;Yes;Yes;0-15000;1;Decreased a bit;Yes;2-4 months;Loan/ Credit;More concerned;5;0-15000;Vehicle Loan;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Reopening the economy;;
Mozambique;36+;Female;Other;N/A;;N/A;Camponesa;Prefer not to say;N/A;0-15000;1;Decreased a lot;Yes;Don’t know;Other;No change;2;0-15000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Protecting people from COVID-19;;
Mozambique;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Savings;More concerned;1;15001 - 30000;Medical account;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Don’t know;Yes;Protecting people from COVID-19;;
Mozambique;36+;Female;Employed full time;Healthcare;No;N/A;N/A;No-I’m still able to work;N/A;0-15000;1;No change;Yes;< a month;Salary/income;More concerned;2;0-15000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don’t know;No;Reopening the economy;;
Mozambique;18-25;Male;Other;N/A;Yes;Seller;Comercio;Prefer not to say;N/A;0-15000;1;No change;Yes;< a month;Savings;More concerned;5;0-15000;Food;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;26-35;Female;Employed full time;Healthcare;No;N/A;N/A;No-I’m still able to work;N/A;0-15000;1;No change;Yes;Don’t know;Salary/income;More concerned;5;15001 - 30000;Rent;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Stayed the same;Yes;Not sure;;
Mozambique;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;5;0-15000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;Yes;Protecting people from COVID-19;;
Mozambique;26-35;Female;Employed part time;Small business owner/employee;Yes;Cleaner;N/A;Yes;Don't know;0-15000;1;Decreased a lot;Yes;< a month;Loan/ Credit;More concerned;2;0-15000;Rent;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;26-35;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;2-4 months;Salary/income;More concerned;5;0-15000;School fees;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Mozambique;26-35;Male;Employed full time;Government;No;N/A;N/A;No-I’m still able to work;N/A;0-15000;1;Decreased a bit;Yes;1 month;Loan/ Credit;More concerned;5;15001 - 30000;Rent;Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
Mozambique;36+;Male;Employed full time;Other;Yes;Security officer;Seguranca;Yes;Don't know;30001- 45000;3;Increased a bit;Yes;< a month;Salary/income;More concerned;1;100001 - 200000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Protecting people from COVID-19;;
Mozambique;26-35;Male;Employed full time;Educator;No;N/A;N/A;Yes;Yes;15001 - 30000;2;No change;Yes;< a month;Salary/income;More concerned;5;30001- 45000;Food;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Salary/income;More concerned;5;0-15000;Rent;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;26-35;Male;Other;N/A;Yes;Security officer;Segurança;No-I’m still able to work;N/A;0-15000;1;Decreased a bit;Yes;< a month;Salary/income;More concerned;1;15001 - 30000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Stayed the same;Yes;Reopening the economy;;
Mozambique;36+;Male;Employed full time;Educator;No;N/A;N/A;Yes;Yes;0-15000;1;Decreased a bit;Yes;1 month;Loan/ Credit;More concerned;5;30001- 45000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Not sure;;
Mozambique;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Salary/income;More concerned;5;100001 - 200000;Other;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Not sure;;
Mozambique;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Reopening the economy;;
Mozambique;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Loan/ Credit;More concerned;5;30001- 45000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Other;;
Mozambique;36+;Female;Employed part time;Government;No;N/A;N/A;Yes;Yes;0-15000;1;Decreased a bit;Yes;Don’t know;Loan/ Credit;Less concerned;5;0-15000;School fees;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
Mozambique;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don’t know;No;Other;;
Mozambique;26-35;Female;Self-employed;N/A;Yes;Seller;N/A;No-I’m still able to work;N/A;15001 - 30000;2;Decreased a bit;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Not sure;;
Mozambique;26-35;Male;Employed full time;Government;No;N/A;N/A;Prefer not to say;N/A;0-15000;1;No change;Yes;< a month;Salary/income;Less concerned;5;15001 - 30000;School fees;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;36+;Female;Employed full time;Government;No;N/A;N/A;No-I’m still able to work;N/A;0-15000;1;Decreased a lot;Yes;< a month;Other;More concerned;5;15001 - 30000;Home Loan;Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Mozambique;36+;Female;Self-employed;N/A;Yes;Food service;N/A;Prefer not to say;N/A;0-15000;1;Decreased a bit;Yes;< a month;Salary/income;Less concerned;5;15001 - 30000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Reopening the economy;;
Mozambique;36+;Male;Employed full time;Other;Yes;Construction/Mechanic/Electrician;T?cnico extensionista;No-I’m still able to work;N/A;0-15000;1;Decreased a bit;Yes;< a month;Salary/income;More concerned;2;15001 - 30000;Rent;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Protecting people from COVID-19;;
Mozambique;36+;Male;Employed full time;Educator;No;N/A;N/A;No-I’m still able to work;N/A;15001 - 30000;2;No change;Yes;Don’t know;Salary/income;More concerned;5;15001 - 30000;Vehicle Loan;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Protecting people from COVID-19;;
Mozambique;36+;Male;Employed full time;Large business;No;N/A;N/A;Prefer not to say;N/A;30001- 45000;3;Decreased a lot;Yes;< a month;Salary/income;Less concerned;1;0-15000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Stayed the same;Yes;Protecting people from COVID-19;;
Mozambique;36+;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Loan/ Credit;More concerned;5;0-15000;Medical account;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;36+;Female;Employed full time;Educator;No;N/A;N/A;Yes;Yes;0-15000;1;Decreased a lot;Yes;< a month;Salary/income;More concerned;5;0-15000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Other;More concerned;5;45001- 100000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Mozambique;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Not sure;;
Mozambique;36+;Female;Employed full time;Educator;No;N/A;N/A;Yes;Yes;30001- 45000;3;No change;Yes;Don’t know;Salary/income;More concerned;5;0-15000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;36+;Male;Employed full time;Government;No;N/A;N/A;Yes;Yes;15001 - 30000;2;Decreased a lot;Yes;< a month;Salary/income;More concerned;5;45001- 100000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Other;;
Mozambique;36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;5;0-15000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;36+;Male;Employed part time;Educator;No;N/A;N/A;Yes;Yes;0-15000;1;No change;Yes;Don’t know;Other;More concerned;5;15001 - 30000;School fees;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Other;;
Mozambique;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Savings;No change;1;0-15000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Not sure;;
Mozambique;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Loan/ Credit;More concerned;5;0-15000;Home Loan;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;No;Reopening the economy;;
Mozambique;18-25;Male;Employed full time;Large business;No;N/A;N/A;Yes;No;15001 - 30000;2;Decreased a bit;Yes;< a month;Salary/income;No change;3;0-15000;Home Loan;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;36+;Male;Self-employed;N/A;Yes;Construction/Mechanic/Electrician;Refrigeração;Yes;Yes;0-15000;1;Decreased a lot;Yes;Don’t know;Loan/ Credit;More concerned;5;0-15000;Home Loan;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Not sure;;
Mozambique;26-35;Female;Employed full time;Healthcare;No;N/A;N/A;Prefer not to say;N/A;0-15000;1;Decreased a bit;Yes;< a month;Salary/income;More concerned;5;15001 - 30000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Other;;
Mozambique;18-25;Female;Other;N/A;No;N/A;Aliás 1;Prefer not to say;N/A;0-15000;1;Decreased a bit;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Stayed the same;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Loan/ Credit;More concerned;5;15001 - 30000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Mozambique;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;5;0-15000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Protecting people from COVID-19;;
Mozambique;36+;Female;Employed part time;Educator;No;N/A;N/A;Yes;Yes;0-15000;1;Decreased a lot;Yes;1 month;Salary/income;More concerned;1;Over 200000;Rent;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Mozambique;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Other;More concerned;5;Over 200000;School fees;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Mozambique;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;5;0-15000;Credit card;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Mozambique;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Not sure;;
Mozambique;36+;Male;Employed full time;Government;No;N/A;N/A;No-I’m still able to work;N/A;15001 - 30000;2;Decreased a bit;Yes;1 month;Salary/income;More concerned;5;45001- 100000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Not sure;;
Mozambique;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Other;;
Mozambique;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Other;More concerned;5;Over 200000;Other;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Other;;
Mozambique;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Mozambique;36+;Male;Employed full time;Educator;No;N/A;N/A;Yes;Yes;0-15000;1;Decreased a lot;Yes;1 month;Salary/income;More concerned;5;15001 - 30000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;26-35;Male;Other;N/A;Yes;Construction/Mechanic/Electrician;Mecanico privado;Yes;Don't know;0-15000;1;Decreased a bit;Yes;Don’t know;Salary/income;More concerned;1;15001 - 30000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Reopening the economy;;
Mozambique;18-25;Male;Employed full time;Government;No;N/A;N/A;No-I’m still able to work;N/A;30001- 45000;3;Decreased a bit;Yes;2-4 months;Salary/income;More concerned;3;45001- 100000;Home Loan;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Reopening the economy;;
Mozambique;36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Other;;
Mozambique;26-35;Female;Other;N/A;;N/A;Faça trabalho voluntário na unidade sanitária de gorongosa;Prefer not to say;N/A;0-15000;1;Increased a bit;Yes;< a month;Savings;More concerned;5;15001 - 30000;Food;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;36+;Male;Employed full time;Educator;No;N/A;N/A;Prefer not to say;N/A;0-15000;1;No change;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;36+;Female;Employed full time;Educator;No;N/A;N/A;No-I’m still able to work;N/A;0-15000;1;Decreased a bit;Yes;< a month;Salary/income;More concerned;5;0-15000;Food;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Other;;
Mozambique;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;2-4 months;Loan/ Credit;More concerned;5;Over 200000;Home Loan;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Mozambique;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Savings;Less concerned;5;15001 - 30000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;26-35;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Male;Employed part time;Healthcare;No;N/A;N/A;Yes;Yes;30001- 45000;3;Decreased a lot;Yes;1 month;Savings;Less concerned;1;45001- 100000;Rent;Food;Yes;No;No;Yes;No;No;No;No;Yes;Decreased;No;Reopening the economy;;
Mozambique;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Loan/ Credit;More concerned;5;0-15000;Food;Home Loan;Yes;No;No;Yes;No;No;No;No;No;Increased;No;Protecting people from COVID-19;;
